All_India_Rank,NIRF_Ranking,Placement_Percentage,Median_Placement_Package,Distance_from_College,Government_Funded,Teachers_Qualification,College_Fee,Living_Facilities,Girls_Boys_Ratio_Percentage,Admission_Probability
277,11,95.85357193023286,197.46151991522333,650.9375395105247,1,10,2.0830488583149633,4,83.25684194282884,22.735730009609878
161,26,92.33779511984037,81.11145119366286,430.78153392312385,0,2,1.4225082143303172,10,86.59627475954863,34.16745018969208
460,23,43.31428302299,80.42200794270927,661.7197308340501,1,7,4.456815503421247,6,77.08341708785532,38.090952551098724
314,28,11.391095487598069,164.43191777892548,248.32664232030993,0,5,1.3305874368395227,7,12.197872088580729,34.63217685890035
22,25,93.54867063289528,189.97722970293316,1782.1492886723909,1,6,9.61543236684993,2,79.75552679794392,23.90553321972656
253,7,48.53657334855829,197.34020212634547,1191.2489825725568,0,2,8.435851262145693,6,91.94910190235693,50.97242467516981
748,30,96.99893371393026,153.14185519919891,1361.4136150975344,0,5,8.206927184168876,7,60.46034471207737,82.52861082328968
857,1,96.72579793803276,81.489321250874,1580.4507648286033,1,10,6.668001306965378,10,94.14666027746841,27.970353847147923
561,1,86.7708509920624,25.865136172747064,1001.899975868824,0,4,2.9469162073289814,10,82.85704948747586,94.23870191022331
475,25,36.50040028626271,157.65791402621298,182.97137329397316,0,9,5.66434330008753,2,67.03018018209983,87.33366617238478
59,27,44.658795574173276,116.09680744980295,1078.84201821891,1,6,6.37546665187307,2,58.141338434463066,16.176421135210962
511,30,86.60230043651713,90.60218175692549,1177.8138248615494,0,2,5.725283507742414,10,35.50879305695508,78.62759567570944
682,25,38.522980464064986,182.20733316799985,1493.4245536268168,0,1,3.3421003115637458,7,16.769457079037707,57.458738231776664
476,20,25.254347201748324,31.127521638168755,869.0024969970619,1,5,5.637231318832533,1,60.89043834636354,56.65753621714186
700,13,60.11211362125152,103.59876981526324,263.8848025631719,1,9,5.420677067817639,8,32.49304380819383,39.10427630581744
976,9,94.25392967447029,12.157192505809622,574.7140525394617,0,6,9.967021982260519,3,86.77742808523689,50.115299918200975
783,3,72.64268170074757,99.045521978884,732.5337698332838,0,10,9.076925332415835,6,99.34035679850422,39.717877742921104
190,7,61.30550530804285,20.697622379549095,1295.3753102498865,1,7,5.170426733940579,9,75.49034849894169,53.97326187599428
958,6,18.74588443936917,32.57540409093367,1145.8488262911346,1,5,6.606436446416068,6,9.957687833418024,62.795005277263584
687,8,65.35065040292528,32.32998688764992,718.6324845367141,0,10,7.730844436830057,9,29.579873957533174,67.43038064090484
958,27,99.10484650938369,133.3499574020521,1973.1653450980295,1,6,1.313786442104424,7,11.801853544809223,53.24811925594262
563,9,22.60756137128716,151.74852706043043,1215.4918905202055,0,5,9.05429297105056,9,65.40065313137985,72.14220673287318
876,30,56.64966871273631,120.84006536846033,482.08131555462904,0,9,8.741141347761314,2,76.75389559102268,14.12780492755058
567,5,88.96357647351599,192.81278421016296,212.54712051460345,0,6,5.116888879963366,8,92.64180825719046,21.198249090223854
244,1,76.6691755978784,81.22541010950377,314.1896869768207,0,8,4.520527894723418,8,44.37906229478678,81.87350040742702
832,19,72.73141668957412,64.28529639355354,499.4558794851712,0,2,3.4566343737068346,2,90.23618930925599,32.252797784641515
505,10,73.22356755883983,175.03383435599744,329.75593278651576,1,9,5.290091454973315,4,87.91122474509143,2.2893824976120247
131,12,42.35420360977797,52.483209318696,381.2683778620985,1,5,1.399389971799131,7,32.40237595977446,15.379114966803108
485,24,36.4232659838044,193.01228249371616,577.3393857007558,1,7,8.66974180012307,4,87.02116192851653,22.361443449631125
819,15,82.84250399306623,12.309350191065105,355.0134546365621,1,10,1.3188013157669056,4,38.19155293629092,95.73228878945872
647,27,82.91020552112627,194.27697707445142,1794.563195006586,0,1,3.961462288328839,6,30.390058181467797,57.30414289308493
21,22,88.03650867220934,18.20038327060946,169.665153866668,0,10,9.384305394870909,10,65.25839122064491,93.27307404762549
841,24,92.19164973008242,179.3171916026335,1053.7776652448067,0,5,7.616913890711075,6,33.50974156062303,57.516335049662494
167,9,56.020815897484404,110.26321072639698,826.6896857094264,0,10,3.532518645197741,10,63.39066608458528,47.93544401378518
274,20,55.136466521847964,198.66331126266707,1964.9334476481267,1,2,3.273841845647966,3,61.37334874437076,31.372769119409604
388,17,81.84656610700976,24.021347299725782,232.95741531442417,0,6,1.0457392583622336,9,56.78045380749742,60.63709444333756
601,30,68.49675376999886,115.23231403625095,801.7326421010258,0,1,7.261428635647752,10,38.66155071904697,13.919802461752983
316,17,73.17701895319331,194.1674817676288,1939.246162217984,1,3,1.4390522350585577,2,55.3014724434962,89.82616272927059
14,26,81.6213402492491,109.38859039232827,1732.3591805290207,1,5,5.793422674606859,6,60.052062023556736,82.93324051412837
242,20,90.10048076358096,129.58574124569986,1635.973421189067,1,4,9.659097753328448,7,55.02300196105187,31.753144787673705
777,12,40.41956411663823,142.19225090707727,523.2266258194303,1,3,1.985219740490085,9,44.99752582236895,95.27975276012943
346,30,43.802465737594964,96.36280230587691,350.066298906231,0,10,9.050319378712606,3,2.452038647580117,82.5200767415568
565,7,18.45837458567821,129.23603521597204,1340.6000076496177,0,5,9.923278016305433,10,59.11910906241395,66.63068858350397
898,2,62.045212689655656,121.01971926538904,1859.4582183638956,1,8,1.5536532361531155,3,17.675994129129244,12.17619111252748
340,3,13.234804641706788,181.2200219932879,1117.9581570977202,0,4,8.946156422237152,7,64.61502092577177,47.823402304807225
92,17,51.90382163192142,18.634812264876995,1147.5092520451008,0,1,5.64471118399255,4,76.17508846436374,50.61075548467508
367,5,58.838017123681894,63.38300602252376,567.1583963839655,0,7,9.158623475001221,8,50.54408560394341,23.25513583653801
956,17,35.7887126915456,190.57818197454617,1541.2909370519544,1,8,6.141870477276167,7,54.694002832994094,7.9965394359301945
455,24,63.174993451210966,179.1501189392741,382.2170596294715,0,3,6.959008090959082,5,95.19637740693312,77.67236304716927
428,17,12.745022494514448,96.57478302928546,654.1216804444449,1,6,5.894010171976594,7,84.86956877588484,12.203505212439502
509,27,13.361336987429297,127.82519358229197,856.6185128466694,0,2,8.780435922766136,3,91.50941507919552,59.429075056177474
776,17,84.03405045936924,62.702424766415206,1020.1446535820655,0,7,7.605189270583315,2,81.56286254363906,93.64491738836605
943,2,42.41715772701366,45.74302034751465,492.3953675060097,0,8,5.691342809623734,6,11.782915842826412,87.61051925980425
35,2,21.435446138669633,98.10269693859661,238.52528123101504,1,6,8.813447236463922,2,15.750193741049276,27.775262374926115
206,28,57.001893404932396,77.13692332495003,1225.1338844588488,0,6,3.207569790298011,3,53.135755929626995,85.14486375512654
81,22,79.29941977887498,120.8946612516657,584.3748009481089,1,5,2.416065937322734,6,25.360896221001827,0.03325061204894064
932,23,29.423892474715885,24.76958102334712,1166.6640606309984,1,8,2.4436009479706486,5,48.19285202907476,1.7687809613257222
562,5,66.06014282371002,195.13501345657164,317.1818033956626,1,1,4.006079908707141,8,40.04216705801667,60.255316384286495
872,1,17.68127184943912,197.38004145112455,967.4688026910868,0,10,3.1482102817091575,9,55.39200960461488,36.47982191445295
388,1,14.651354905174692,142.6507256637516,1069.8529707776559,0,4,9.370813154587648,3,74.94069589744645,38.64608411591471
2,19,57.82191684113332,111.85830960538287,113.12883827662955,0,4,1.952506844457256,10,71.83359980282818,56.44410906788825
390,30,58.657160944909585,68.81024709440227,679.8425136059019,0,3,7.290916642356289,3,52.6021791160481,19.17824555918606
566,2,67.3686911348386,164.62105374432025,277.48520710855877,1,3,2.702993858065053,3,82.41694846288875,21.175535066547834
106,21,75.34822003503955,140.09892278523705,136.1161912408078,1,4,8.934734194933151,6,43.6553470622653,48.46015870188647
772,12,97.82668715162812,40.89721847552934,1980.020862455991,1,1,9.651837593664167,1,89.77471469417212,75.4253544343863
822,26,56.46703134710758,183.07616505383007,651.4841514996987,0,2,5.189230078929852,7,8.056746735461227,61.94977514075877
477,6,39.06608256471213,166.2820761554021,1621.6501472507234,1,9,8.911643322053184,1,95.51134297329745,29.73550482368389
703,23,81.56675752918333,190.46198352546557,516.7349029798901,0,10,1.046306536792433,5,65.81461506170348,43.03371775089212
402,4,34.374902613586684,147.8867065937884,1366.1904172256193,1,2,8.379522256672901,10,38.627376384783325,17.06647585499984
730,23,49.507427863507246,126.54888722780008,1522.8534411804762,0,5,3.0576264537243114,8,20.518258530714856,7.462981433708171
556,11,17.061074320803936,89.46617689521759,1195.3210938096101,0,9,9.178311783424311,4,48.439139714916394,78.26960407441493
162,24,12.281566907391177,187.21841183726252,948.4366152148151,1,9,1.0100810033209853,5,20.261273995344798,26.53874091881946
202,27,96.63835732101326,174.55213900507758,829.5634191530644,1,8,6.0056356153578125,4,17.466829166571074,17.77663878512482
958,17,85.23821084609853,18.591547320175987,704.2478504205607,1,1,7.809722234064412,4,62.11782398388445,69.16180555693194
996,6,72.63767854843282,15.00972515447788,1859.7629970531734,1,1,3.328194976281172,8,52.785387733596686,61.8051674287186
270,24,46.80576499728429,81.52803970682942,1662.932621497581,0,9,2.7381957812856377,2,67.33950742648322,63.318962601346406
863,5,25.596488806376122,164.00513284854824,1930.40355222636,1,8,1.7568840202118619,1,93.03098186477693,22.889460484661363
816,20,24.079333840397744,197.58246456983946,257.35147473623397,1,10,3.9379021885296366,3,53.69376112056498,23.2645538562681
271,2,32.52186083481358,38.579209309670354,1464.426275655252,1,9,6.038598810779465,9,58.51227327301697,22.080262978563916
456,6,59.43039982355084,122.88483591690567,1877.2975090738653,0,7,2.042594711022319,4,9.873007576339269,17.375259566229452
462,22,74.31363304300561,82.36926275989408,370.6538016696637,0,3,4.390258257881189,10,72.04594280495432,65.57236725616563
727,11,69.41776390459582,194.2837355847746,142.32757205988722,1,3,1.0816516418745246,5,40.590615473611464,84.80158852494014
252,16,35.19405072513486,170.00259539578465,1484.8300920872175,0,2,8.368114784498577,2,97.69579862759531,72.43174696766613
702,16,95.93787525968747,169.2824538951162,1153.2014952280247,1,5,2.156038462838722,4,82.49422754397037,79.20936337605433
296,1,76.41072250261917,99.05170036104435,1685.2392657489613,0,3,3.5500865343902346,2,52.72562301109571,40.479842908519984
725,9,59.891864726026064,88.81570544415638,288.1470294863161,0,6,1.165849468643957,2,13.199042763044439,65.40757953719981
720,28,65.05486716109169,61.947343666834186,1592.5819506011815,0,2,4.890167055032611,4,86.08216353477833,35.42362404447745
749,27,47.764005618501095,20.71134436367615,411.2383668950116,0,3,8.56109352467097,6,80.17832844697814,52.550462196864004
338,6,32.29578905510417,174.29725148846012,335.67532630275196,1,5,4.529360903006769,7,19.273927824166265,48.163484653486236
879,16,42.03754107861354,164.45119173471474,336.888937882676,1,1,2.6154759108145007,10,30.232550632810696,17.68871451438544
53,29,78.20614994179321,199.9463579243648,1631.0036932604503,1,1,7.783289506454673,3,79.54731855663589,38.70787603356308
792,3,11.295413976678027,199.36099904404202,1333.7424691854383,0,10,8.099262836836697,3,19.337616208193555,96.3822275482351
922,20,20.446537645622463,115.53202406449921,1050.9001952905473,1,9,2.563781277768101,10,91.85749642796635,24.85802577149421
217,28,14.140237781957747,156.107608884297,724.07266340577,1,7,7.937686976868908,6,43.02821509443983,13.380373627948872
764,27,13.665592208707313,189.50548867766133,1755.6290762180854,1,1,9.525680994307042,3,9.616857296178205,41.85806216239353
188,4,86.99145256099065,171.43300422870817,790.9657637710444,0,8,2.497398282390451,2,81.75911570692381,79.03377358601482
380,19,73.32920734420213,56.99613933120755,1635.0328845484385,0,3,7.93885863278922,8,37.97745862080037,58.21482297799723
493,26,52.67564461785927,95.60338570891777,883.8784680547346,0,8,7.3771480414236645,5,53.123420221224315,68.09748272382446
41,3,18.805074458590134,34.54028887878405,760.1194145555661,1,5,5.262164995915796,1,12.118130096710697,18.96948481746772
157,19,54.24542876051491,191.26969517915725,930.7327734825168,1,1,1.5212841450291847,3,1.2558174696532562,61.894819300772156
15,20,52.61245937025091,125.17318054566721,609.7419695866428,1,7,1.6722497598206862,10,64.16053537353648,32.35003949114738
813,7,25.58816829190137,53.44213304565792,1497.7426665507396,0,5,8.671731932787829,8,52.00234186303943,83.43033659547675
65,20,49.04664843141757,137.6231300371128,1010.4135762840335,0,6,9.911335354755824,4,59.76031834319157,62.92988060107362
857,9,45.86542609576361,127.44436568700021,472.10326334216643,1,6,7.0844703146807895,7,79.58064118767112,19.885627777529592
839,1,65.42650882469948,78.0509164262397,1800.1534008163912,0,8,5.013624763092893,10,65.01398542886315,6.4616679844086145
521,8,67.15842857808795,31.575942517929512,773.9435305326907,0,9,6.828162790617168,2,18.302570839910338,4.263320928703274
344,7,14.077360879484006,137.59890716263192,1091.6701936168372,0,2,6.349562733056908,7,36.716479391949385,37.14085676501407
129,18,43.71513531638241,108.85846317172073,1813.8795008194484,0,9,4.452510343650596,5,90.68321937398828,26.585113665431347
648,8,66.32739241428128,156.74049442977147,1252.2336118688443,1,10,1.5906353011661165,5,77.22452532491621,64.60901234625081
472,1,55.28226327220789,108.83106521127874,242.6271010096445,0,9,8.393616526666968,6,56.107068735735005,49.933383497861826
63,11,87.08408570694901,171.91448506052262,1880.2659259908155,0,10,4.346501763148521,9,26.308854783117958,26.60192780053807
139,28,69.28242684570506,114.86229936715225,1259.1390256121215,0,10,8.369070790213843,6,30.90398968164471,14.923777795017612
499,25,24.664098437328672,116.5782145917234,676.4621731676013,0,7,3.27257874719544,8,73.46384869097781,12.71997626874496
593,25,16.351187266038686,176.56418450508556,287.1514246001407,1,1,1.0092653186107006,7,85.26625182442432,86.46603921404177
392,18,67.8177350385684,86.66174458035543,1590.110126647889,1,7,2.430444549490809,9,67.47104228353082,24.347796840486723
675,23,12.386017948745963,35.46289340562174,1243.944784297742,0,10,5.216854750917259,4,81.14346760107574,65.17106479109684
419,30,62.7198023146117,15.468708499534404,1071.5875730328798,0,5,9.498732714620468,2,76.89895738484019,81.06859279862663
289,10,94.62072172824618,153.4760785779876,1788.8462402714058,0,6,1.9197425772434709,7,15.820692827738815,61.408131118473605
379,3,61.792676008829105,127.85881475715829,1579.3084503368161,0,10,8.687887970154094,6,42.970536478416896,85.95652316469457
773,7,44.935293358586975,143.77515593885246,311.83301066817484,0,7,5.743216865906759,1,16.145396282027704,39.23937215284745
490,28,67.89593965981179,50.46319068669304,630.326914913141,0,5,8.43328689219907,9,24.288322895396497,95.62221906489484
231,16,51.2427601442365,35.910580361486254,504.4933882307868,1,7,3.6853698789099334,9,87.05670284045421,13.314500417809693
41,26,59.105511038434145,12.763486476897565,1490.4531222196272,0,9,8.559524482052247,2,47.81630459768503,10.21495296575381
28,16,94.73183278988726,76.61163617325343,76.72954512420097,1,3,7.9554050201512405,3,54.00045208242342,65.86921462074436
135,25,44.74923740206968,122.08436050238029,1144.08047289392,1,8,3.0704831472829053,5,18.66615055754944,94.28311414132618
201,20,96.50715074415228,84.52636856894914,1527.292784623974,0,2,2.1820161376844025,5,31.914906818830804,80.8883461636328
840,28,91.48155777604573,93.12023518450852,1754.7636171558813,1,7,8.812488902790637,1,23.794370674359122,7.641685943805143
780,17,27.62120213103668,181.7901519538122,690.7426799446558,1,2,9.669129880961187,8,21.412430287324216,27.936771393471638
930,2,16.24251707876489,76.16853873442706,1644.3020362973057,1,4,1.281720823727646,8,64.15811853828103,93.03188848378237
33,1,19.070020123968398,107.65800294036406,230.1571565408624,1,7,7.58143060276317,4,26.431500916925767,25.305843280078456
48,16,11.639964308639476,158.8940724208172,1694.4400605516912,1,3,9.185720598530365,7,63.569533116021425,78.11704237869192
503,30,18.499866468033556,85.34312864104133,263.702438040645,1,2,8.716240828832488,10,6.787006796746836,82.51321959287039
407,12,71.47060960747211,128.19647304329595,800.6017082151309,0,10,9.680684250431877,3,15.035664959183084,49.54521034609818
574,5,16.40697836142061,173.84910466188157,1596.6177779013117,1,7,7.840846705942875,6,28.179485146012414,38.63489098483155
728,5,38.70780672643852,190.408918494952,308.33568042405983,1,1,4.980688861428193,10,60.107644772673474,45.012443241975966
805,27,86.03877798725091,37.94396137651721,466.21027651295657,1,8,3.807567914456174,10,67.90828326365022,22.696469436536415
99,23,12.094474216224327,186.05164878068393,1447.2826111022018,0,3,3.886684663943147,9,44.82897971117318,88.93909161288443
684,9,83.30216343300422,103.50209568511225,1442.872707726688,1,2,7.519804053527053,1,45.133300543145666,45.06196567297579
872,9,35.36692972960599,59.066433776802086,1285.8837894417416,0,3,7.712533108278679,5,72.72716828846319,88.24594404560997
726,3,20.634834485949064,97.23579368526964,1390.9574044895292,1,5,2.803232291938414,4,2.5662880847926615,10.56934799062741
987,19,72.70634488277355,196.20618930424064,1090.0216422617164,0,8,8.81310532141478,8,34.76791242294783,98.82752710001313
547,16,66.60485621018955,103.59743785864522,511.08012722483596,0,10,7.434316361820229,1,82.05199865480404,44.32730874436183
961,16,88.97248121743476,72.46280595462656,697.9350270727997,1,7,6.064752577090443,9,60.71872161112385,4.783082039410546
739,3,76.15639394234972,130.34616232017788,371.3794564348371,1,7,5.243792140922614,6,34.38548614278662,3.8021848237454914
613,20,82.31328373463637,55.62766756785668,1817.8166170539205,0,7,5.889095252109623,4,90.64695444063771,74.62072574818386
943,24,35.38311153141758,24.414032340646145,1170.9496715845796,1,8,2.4332116445133805,9,77.48965001748887,65.90355342036808
462,22,25.969558940175055,34.48714716302335,807.6943193596434,0,1,2.8333112434864676,5,27.224649276436608,80.21305581275875
643,24,77.55532764767725,34.32870940197677,929.391549251824,0,4,1.820480413655725,5,64.88369391504597,10.536753395280595
769,1,82.61512653405376,38.86151176733593,1895.0938458275125,0,6,2.382922343450014,5,59.97932209070671,3.557086703554835
5,24,99.1454627800606,36.377162803387925,315.1692922009996,0,9,5.083242711447544,1,40.717603489859286,50.857928944757845
218,20,47.135590922028385,131.7662015126108,1176.5973657134266,0,2,5.773189543554305,1,37.32865184127527,38.759523148276955
503,11,43.481627721350485,44.55721603583752,1016.7184709800873,1,1,1.1607570323048744,8,35.01248700279469,46.19469366709558
767,17,79.87716646677971,75.67678383153401,1226.7939285149491,0,10,8.171180450776248,8,62.098422556169034,99.1588408870274
398,8,40.672318622771606,180.38979788214226,46.03926580347261,0,2,3.6475117600913007,6,44.79858371158628,97.07499576706702
871,4,93.76815930432082,100.05271164994575,1745.5265787988615,1,7,9.2065243146392,4,83.35444821189078,94.23153896731928
795,6,87.25714766587106,136.83597031899518,1864.9153821423886,0,3,9.707601372524,2,67.29065899726223,78.38426767676738
393,8,48.609462463751655,42.74077552830967,1134.6150353425257,1,10,2.669129872089889,2,7.923228965233979,35.48413602568904
207,20,77.57839610123476,46.534913573647444,1396.3351395150155,1,2,5.1588756168909455,9,64.37665415898844,41.21309302627716
15,30,77.90885866762142,17.765037090630983,1845.7737685428185,1,7,1.011086516497833,5,27.843596213518296,54.96160437189245
858,3,19.281148195233936,42.09766198371126,1417.4048822836633,0,2,6.384945386101842,4,59.688387173688845,83.05344564048399
554,16,91.229761601161,62.93216441607214,313.55269539938007,0,3,6.465758034364041,10,68.33306117924168,6.871283251826776
892,30,55.472713520307146,43.6319920125819,1156.8138367319582,0,7,3.2278596004303766,1,23.852089726247193,42.429688588488816
461,25,84.38117194969675,26.853481413840566,1217.3629423018833,1,4,6.025714053248781,7,46.22900584315649,8.261766345926869
691,3,38.804464092755055,32.92081550911415,854.0200358917482,0,1,3.029861281993619,3,19.842161419087713,51.46575865735116
575,25,90.59709056465805,97.5479659262179,1475.5240288931984,1,5,2.4474292217037106,6,6.181548702864323,89.89008240062354
864,29,45.02815108607468,49.20340649710057,1869.3903593903397,0,9,6.863675201220382,5,38.46916592510104,78.24849245639379
743,18,10.975388633226853,79.21127359913434,1851.881340684485,1,8,3.933329175568674,5,36.931482912753204,22.784241754310997
241,14,91.48437787773373,105.6492814624228,907.1703490942228,0,9,6.312375449970602,5,99.55256857972145,97.59908495987925
564,18,18.21580091075202,141.17501743957942,235.34371122310296,0,10,4.899220740744901,1,45.18888276856657,66.73503980464284
96,2,38.73822738313734,17.469306569808797,1969.8339859350458,0,9,9.859162666626135,1,34.02338539774784,1.0427699397403067
